King palage ku eta miras Boston bayu dalumdum.,I don't think we'll reach Boston before dark.,
E milyari ing dakal king karelang sinulat.,Much of what they wrote about never happened.,
Gagawan de ing bayung tete.,The new bridge is in process of construction.,
Migdisisyun lang mandatun king karulun ning London.,They decided to settle in a suburb of London.,
Atlu yang oras king gym i Tom napun.,Tom was at the gym for three hours yesterday.,
E lumbat misane kang mamangan pamangan Apon.,You'll soon get used to eating Japanese food.,
Gewa da reng doctor ing eganagana ba yang maulu.,Doctors did everything they could to cure him.,
Eku balung sadya kang makatuknang king Boston.,I didn't know that you used to live in Boston.,
Ing Pacifico ing pekamaragul a kadayatmalatan king yatu,The Pacific is the largest ocean in the world.,
Balamu bangungut ing milyari king Vietnam.,What happened in Vietnam was like a bad dream.,
"Ating daratang a tsunami, anya sana magsadya kayu.","A tsunami is coming, so please be on the alert.",
Ing broccoli ing metung kareng pekamasanting a gule para keka.,Broccoli is one of the best vegetables for you.,
Akilala ke ing tau ku ngeni king gym.,I got to know my current girlfriend at the gym.,
Minta la king mal a restoran bang maugtu.,They went to an expensive restaurant for lunch.,
Eraku inagkat di Tom ampong king karelang kasal.,Tom and Mary didn't invite me to their wedding.,
Malinong masikan ya kapanamdaman kaniti i Tom.,Tom obviously feels very passionate about this.,
Titigtig yang pyanu i Tom anyang mas anak ya pa.,Tom used to play the piano when he was younger.,
Bisa ya pang maglambat pilang aldo i Tom.,Tom wanted to stick around for a few more days.,
Makatatlu la karakal deng libru ning kapatad kung babai kesa kaku.,My sister has three times as many books as I do.,
Ating helicopter a manaya kekatamu king bubungan.,There's a helicopter waiting for us on the roof.,
Eno ingatan masaleseng Tom deng anak na.,Tom doesn't take very good care of his children.,
Sana lumbat yang adwang duminggu i Tom.,We hope Tom sticks around for a couple of weeks.,
Nanung dapat mung gawan nung meket kang cobra?,What should you do if you are bitten by a cobra?,
Nanung paninapan mu anyang ginising daka?,What were you dreaming about when I woke you up?,
Mibulus ya kaybat ning limang banwang pangasukul.,He was set free after doing five years in prison.,
Ot karakal mu balu king kasalesayan ning Japan?,How come you know so much about Japanese history?,
"King palage mu, pilan lareng hotel king Boston?",How many hotels do you think there are in Boston?,
"Taganang buri ke, oneng deng barkada na ali kula.","I really like him, but not his circle of friends.",
Payaus daka kaya kabud datang ya.,I will have him call you the moment he gets back.,
Isplika ku angga king agyu ku.,I'll try to explain it to the best of my ability.,
Komusta la reng lisyun mu king Pranses?,How are you coming along with your French lessons?,
Mibulus ya kanu kaybat ning limang banwa king sukulan.,I hear he was released after five years in prison.,
Bisa kung mangasanting a sampaga king lamesa.,I want some beautiful flowers to put on the table.,
Buri ku ingatan me pamu i Tom.,I want you to take care of Tom for a little while.,
"Nung ating malyari, datang kami kilub ning atlung minutu.","If anything happens, we'll be in in three seconds.",
Sinilip ya i Tom king pasbul ba nang akit ing malilyari.,Tom peeked out the door to see what was happening.,
Eke pa mikit manibat anyang magaral kami.,We have not seen each other since our school days.,
Eku man balung sadya kang makatuknang king Boston.,I didn't even know that you used to live in Boston.,
Akalingwan kung sabian kang Tom a eku balak munta karin.,I forgot to tell Tom I wasn't planning to be there.,
Metung ku neng oras panayan ing kaluguran ku.,I've been waiting for a friend of mine for an hour.,
"Kareng adwang pulung istudyanti, metung ya mu ing mekabasa king libru.","Out of twenty students, only one has read the book.",
Ene atatandanan Tom ing lagyu ning mestra na anyang kindergarten.,Tom can't remember his kindergarten teacher's name.,
Ene man tinext Tom i Mary a mitawli ya.,Tom didn't even text Mary to tell her he'd be late.,
Pasake ne king kotsi na i Tom anyang mebaril ya.,Tom was about to get into his car when he was shot.,
Ika ing pekamalagung babai king yatu.,You're the most beautiful woman in the whole world.,
Eta kakalingwan a e makaintinding Pranses i Tom.,Let's not forget that Tom doesn't understand French.,
Balamu kasing-idad me ing anak a lalaki banda karin.,That boy over there looks about the same age as you.,
"Kilkal ne bulsa ning pulis, oneng ala yang ikit.","The cop went through his pockets, but found nothing.",
Atin yang pakisabian i Tom ngeni. Makapanaya ka?,Tom is talking with someone right now. Can you wait?,
Siguru ena man apansinan Tom a alayu keni i Mary.,Tom probably won't even notice that Mary isn't here.,
Mete la ngan deng pasaherus anyang mibagsak ya ing eruplanu.,All the passengers were killed in the airplane crash.,
Akalingwan kong isara deng awang bayu minagyu.,I forgot to shutter the windows before the storm hit.,
Penyali nakung ima ku kaniting pyalungan anyang walu kung banwa.,My mom bought me this toy when I was eight years old.,
Mas dakal ing panakitan ning gubyernu kesa king kailangan na.,The government was earning more money than it needed.,
Mas dakal ing panakitan ning kapamahalan kesa king kailangan na.,The government was earning more money than it needed.,
Dakal la reng istudyanting e linub ngeni.,There were a lot of students absent from class today.,
Eno balung itratung masaleng Tom deng empleyadu na.,Tom doesn't know how to treat his employees properly.,
Eku pa minum beer neng ugtu.,I've never had a beer in the middle of the day before.,
Akakit me ing babaing makatikdo king gulut nang Tom? I Mary ita.,Can you see the woman standing behind Tom? That's Mary.,
Obat karakal mu balu tungkul king kasalesayan ning Hapon?,How is it that you know so much about Japanese history?,
"Kinopya ne ning kaluguran ku ing kakung pagaralan bale, at abalu ning mestra.",My friend copied my homework and the teacher found out.,
"Kinopya ne ning kaluguran ku ing kakung pagaralan bale, at abalu ning talaturu.",My friend copied my homework and the teacher found out.,
"Keng tutuki mukung puntalan, pakit ke ing libru.","Next time you come to see me, I will show you the book.",
Kapakibatan ning ima ing panugali dareng anak na.,A mother is responsible for the conduct of her children.,
Pareu nong miyari king matas a pipagaralan deng adwa kung anak.,Both of my kids have already graduated from high school.,
"Enaku buring pakisabian ngeni, at eku balu nung bakit.","He doesn't want to talk to me now, and I don't know why.",
Ere apansinang linwal king kwartu.,He went out of the room without being noticed by anyone.,
"King pyalung a ini, ere malyaring paldakan deng mamyalung ing bola.","In this game, players were not allowed to kick the ball.",
Kontra la king planu deng maygit kapitna kareng residenti.,More than half of the residents are opposed to the plan.,
Magkasakit keng magdisisyun nung sanung salwan.,We're finding it difficult deciding on which one to buy.,
"Nung alang Dios, kaylangan yang imbentuan.","If God did not exist, it would be necessary to invent him.",
Aliwa mu i Tom ing kaylangang magaral. Angga yaku kaylangan.,"It's not only Tom that has to study. I have to study, too.",
Inalben ko reng ayup king barkun kabang inuman ke ing kape ku.,I watched the birds on the balcony while drinking my coffee.,
"Nung e king gera sibil, makwalta no sa ngeni.","If it had not been for civil war, they would be wealthy now.",
"Nung mako ka ngeni, siguradu kung mirasan kang trapik.","If you leave now, I'm sure you'll be caught in a traffic jam.",
"Mesakit ya ing kapitan mi, anya yaku ing menalili kaya king pulung.","Our captain got sick, so I attended the meeting in his place.",
"Kuntoru darakal la reng kakilala mu, lakwas diritak ing panaun mung makikit karela.","The more people you know, the less time you have to see them.",
Ing Burj Khalifa ing pekamatas a skyscraper ngeni.,Burj Khalifa is currently the tallest skyscraper in the world.,
Atin kung pusa ampong asu. Matuling ya ing pusa at maputi ya ing asu.,I have a cat and a dog. The cat is black and the dog is white.,
"Nung masyadu kang malambat magobrang e magpaynawa, panamdaman mu.","If you work too long without a rest, it begins to tell on you.",
Emo dapat babasan deng sulat dareng tau nung alang paintulut.,You shouldn't read people's private letters without permission.,
"Palage ku, ika ing pekamalagung babai king mabilug a yatu.",I think you're the most beautiful woman in the whole wide world.,
E ligtas keng babai ing lumwal dili na nung mabengi na.,It is not safe for a girl to go out by herself so late at night.,
"Atin ku sang ikutang, oneng e raka buring pangabalanan.","I have some questions to ask, but I don't want to bother you now.",
Bala ku atyu dapat king Boston i Tom. Nananu ya keni?,I thought Tom was supposed to be in Boston. What's he doing here?,
Eta kakalingwang e tamu agawa ini nune king saup nang Tom.,Let's not forget we never could have done this without Tom's help.,
"Uli ning pamisapungan, mibalugse ya palual ing metung karing pasaherus.","As a result of the collision, one of the passengers was thrown out.",
Migaganaka la reng sabla king milyari king sadyang kampyun.,Everyone is anxious to know what has become of the former champion.,
"Mumuna, pisabyan tala deng eksperimentung gagawan da kareng laboratoryu.","First, let us talk about the experiments conducted in laboratories.",
"Dinusug neng Tom ing pasu king kayli, at mibusni ya ing sikretung pasbul.",Tom moved the flower pot to the left and the secret door slid open.,
"Dinusug neng Tom ing pasu king kayli, at mibusni ya ing lihim a pasbul.",Tom moved the flower pot to the left and the secret door slid open.,
"King kabundukan, maygit singkwenta sentimetrung nyebe ing menabu","In the mountain area, snow has fallen more than fifty centimeters deep.",
"Migigising kung ala sais ning abak, umpisan ke abak kung atyat ke ing katawan ku, lawen ke ing cellphone ku.",I wake up at six o’clock in the morning and start my day with a quick stretch and then check my phone.,
Karanun naman. Magkasakit kang migigising neng abak aldo-aldo?,That’s early. Do you find it hard to wake up that early everyday?,
"Ali naman, mesane naku. Kaybat, daretsu naku banyu ban mandilu.","Not really, I’ve gotten used to it. After that, I head straight to the bathroom to shower.",
"Maralas keng  nanamnaman ing oras ku balang abak, lakwas na neng sabadu, at duminggu.","I usually tend to take my time in the mornings, especially on weekends.",
"E daka sisyan, panga alas syete y medya ning abak mamako naku ban e ku matawli king mumuna kung klasi.","I don’t blame you, I try to be out of the house by 7:30 to avoid being late.",
"Masanting ya ita. Yaku kasi maralas kung mamaligwa, mamangan ka neng bayu ka mako?","That’s smart, I’m often rushing, Do you eat before you leave?",
"Wa, magsadya ya i ima kung nasi, ebun ampong batirul kabang gagayak kami.","Yes, my mom prepares rice, eggs and hot chocolate while we’re getting ready.",
"Masanting yang daramdaman ita, deng abak kunaman medyu magulu la, nengkayi, e naku mamangan almusal.","That sounds nice. My mornings are a bit more chaotic, sometimes I skip breakfast entirely.",
"Ing atsi ku ampo yaku, sabe kaming mamangan bayu kami mako bale.",My older sister and I eat together before heading out.,
Makapasno ita. Lalakaran miyang koya ku ing papunta eskuwela.,That must be comforting. I walk to school with my older brother.,
"Parewu tamu, nang kasanting istung atin kang abe maglakad, lalu na neng abak.","Same here! It’s nice having someone to walk with, especially in the morning.",
"Wapen, istung atsu naku eskuwela, parewu yamu ing iskedyul: inglis, math ampo PE.","Agreed, once I’m at school, it’s the usual schedule: English, Math, Science, and PE.",
"Yaku man, kayi kayari naning klasi ku, muli naku ban magpaynawa, kayari nanita magrebyu ku kayi gawan ko deng katuldwanan ku.","Mine too. And after classes, I go home, rest, then start reviewing and doing assignments.",
"Madisiplina ka, susubukan ku naman magaral, pero malilibang ku.","You’re disciplined. I try to study too, but sometimes I get distracted.",
"Ikwa daka keta, kayari manigaral. Sosopan ke i ma ku keng apunan","I get that. After studying, I help my mom with dinner.",
"Keng bale mi naman, sabe-sabe kamin ngan mamangan.","In our house, we all eat together",
"Parewu kekami, ini ing metung a peka paburitu kung keng aldo.",Same with us. It’s one of my favorite parts of the day.,
Kaybat apunan? Atin ka pang oras para kekang sarili?,And after dinner? Do you have free time?,
"Ditak. mamasa kung libru, manalbe, o mamyalung ku kayabe deng kaluguran ku online.","A bit, I read, watch, or play games with friends online.",
"Masanting ya ing aldo mu ah, subukan keng tukyan ing rutina mu.",That is a good day. I might try setting up a routine like yours.,
Mayap a abak! Aku y [name]. Makuswelu kung mikit-ikit tamu kening kekatang balayan.,Good morning! I’m [name]. It’s really great to meet you here at this community event.,
Mayap a abak! Matula kung akilala daka. Bayu ka ba keni?,Good morning! Nice to meet you too. Are you new around here?,
"Wa, kalilipat ku pa mu keting kasumangid bale. Aisip kung dapat magumpisa kung magpakilala kareng taung maralas ku kanyang akakit.","Yeah, I just moved into the neighborhood recently. I figured I should start introducing myself to the people I’ll probably see often.",
Masanting yang ideya yan. Deng tau keti maganaka la.,That’s a great idea. People around here are pretty nice.,
"Susubukan kung tumiman, lumawe karing mata da, ampon mangutang nung makananu ya ing aldo ning metung a tau nung akit ke keng mumunang besis.","I always try to smile, make eye contact, and ask how someone’s day has been when I meet them for the first time.",
"At ing magalang a pamanatu keng metung a tau, kalupa ning pamangamanung ""Mayap a gatpanapun"" potang lulub la keng kwartu.","And politely greeting someone always feels nice, like saying “Good afternoon” when they walk into a room.",
"Gyang aku! Nung atin kung bisita, sisiguraduan kung saganan ku la keng pasbul at dinan kung nanu mang inuman o kanan.","Same here! When I have guests over, I make sure to welcome them at the door and offer them something to drink or eat.",
Masanting yan. Makanyan ku naman gagawan. Abse ke mu naman ing  “salamat” kaybat keng akilala ing metung a tau.,That’s good. I do the same. I also make it a habit to say “thank you” after meeting someone.,
"Tutu pin, lakwas na kareng mas pormal a sitwasyun, kalupa da reng pamitipun. Gagamit ka namang pormal a pamag mananu?","True, especially in more formal situations, like meetings. Do you use formal greetings too?",
"Wa. King propesyunal a lugal, mas buri kung sasabyan ing “Mayap a abak, Sir’ o kaya naman “Mayap a gatpanapun, Ma’am.”","Yes. In professional settings, I prefer saying things like “Good morning, Sir” or “Good afternoon, Ma’am.”.",
"Tutu pin. Potang magpakilala ku keng metung a pamitipun, malino kung sasabyan ing lagyu ku ampon pamalino ku ing kanakung tungkulan o bakit atyu ku karin.","It really does. When I introduce myself in a meeting, I clearly say my name and briefly explain my role or why I’m there.",
"At king eskwela naman, maralas ku lang atwan deng mestra ku balang abak. Iti ing paralan ku para ipakit ing respetu.","And at school, I always made sure to greet my teachers every morning. It was my way of showing respect.",
Masanting ita! At nanu ing gagawan mu nung akalingwan me ing lagyu ning metung a tau kaybat meng akatagmu?,That’s great! And what do you do if you forget someone’s name after meeting them?,
Ing tutu mu? Kutnangan ku la mung pasibayu. Kaybat subukan kung ganakan keng tutuking panaun.,Honestly? I just ask again politely. Then I really try to remember it next time.,
Misan pakilala ku la reng kakaluguran ku keng metung at metung kareng pamitipun ban lakwas lang maging komportabli. Gagawan mu naman ita?,I sometimes introduce my friends to one another at events to help them feel more comfortable. Do you do that too?,
"Wa. At nung masalese ing pamipakilala, keraklan mililibe keng numeru ning teleponu o social media handles ban manatili kung makipag-ugnayan.","Yes. And if the introduction goes well, I usually exchange phone numbers or social media handles to stay in touch.",
"Mayap yan! Kayi pala, neng manatu ka kareng matwa keng pamilya mu, atin kang gagawang aliwa?","That’s nice! By the way, when you greet older people in your family, do you do anything different?",
"Wa, tiru da kung dukung ditak o siklod neng mamye galang kareng makatua, lalu na kareng reunion o neng holidays.","Yeah, I was taught to bow a little or nod when greeting elders, especially at reunions or during the holidays.",
Aku man. Metung yang simpleng bage ban plato ing respetu. Parati ku la namang kukomustan reng pengari da reng kakaluguran ku neng mamasyal ku karela.,Me too. It’s a simple way to show respect. I also always greet my friends’ parents when I visit them.,
Masaya kung makitalamitam keka. Malaus ka keti king balayan!,I enjoyed talking to you. Welcome to the neighborhood!,
"Ing pamilya ku malapit kami king metung at metung. Agyang atin kami ngan gagawan, siguraduan ming atin kaming oras ban abe-abe kaming mangan apunan. ","My family’s really close with one another. No matter how busy we get, we always make time to have dinner together.",
"Ikami mu naman. Agyang makananu ya kagulu ing aldo, lukluk kami ngan at mangamanu kabang mamangan apunan. ","We’re like that too. No matter how chaotic the day gets, we all sit down and talk over dinner.",
"Atin kung adwang kapatad a lalaki at metung a babai, mipapate kami misan dapot potang atin linwal a seryusung bage, saupan mi ya ing balang metung.","I have two brothers and a sister, we fight sometimes but when something serious comes up, we help each other.",
"Gyang aku. Atin kung atlung kapatad at mipapate kami misan. Dapot nung ating importanti, parati kaming atyu para keng balang metung.","Same here. I have three siblings, and we bicker sometimes. But when it matters, we always show up for one another.",
"At deng pengari ku, miyasawa nalang dakal a banwa at angga man ngeni mikalugud la pa. Mag-movie date la pa rin.","And my parents, they’ve been married for over twenty years and they’re still so sweet. They still go on movie dates.",
"Para kaku, ing weekend ing paborito ku. Papasyalan mi la reng apu ku, at mitipun la reng buung pamilya mi. Menasa atin pamangan, tula, ampon kwentuan.","For me, weekends are my favorite. We visit my grandparents, and the whole family gathers. There’s always food, laughter, and stories",
"Oh, parehu tamu! Deng pamitipun mi masigla dapot masaya. Deng mapilan kareng makatulang istorya lulwal la kanita.","Oh, same! Our gatherings are loud but fun. Some of the funniest stories come out then.",
Ala nang masanting pa nung ganakan itang panaung milabas at mipapangayli keng mabilug a bengi.,There’s nothing better than reliving those old memories and laughing all night.,
"Meragul kung malapit kareng pisan ku. Kalupa ming mikakapatad a mipamuklat sikretu, mamialung, at miyabe-abe pagselebran ing aldo ning kebaitan.","I grew up really close to my cousins. We were like siblings sharing secrets, playing games, and celebrating birthdays together.",
Ikami naman mu makanyan kami. Deng pinsan ku ampong aku atin kaming pamiyabe a anting  mikakaluguran kami kesa keng kamag-anak.,We are like that too. My cousins and I have a bond that feels more like best friends than relatives.,
"Neng atin kung panamdaman a malungkut o e ku siguradu, pupuntalan ke i ima ku. Ing kayang payul parati yang makasaup kanaku ban sumanting ing pakiramdam ku.","Whenever I’m feeling down or unsure, I go to my mom. Her advice always helps me feel better.",
Gyang aku. Deng amanu nang ima ku parati lang kailangan kung damdaman. Balamu balu na.,Same here. My mom’s words are always what I need to hear. It’s like she just knows.,
Parati ming sisikapan a makipag-ugnayan kareng kamag-anak a marayu. Agyang makuyad mung awus dakal ya kabaldugan.,We always try to keep in touch with relatives who live far. Even a short call means a lot.,
Masanting a galo ita. Maralas kaming makipag-video call ban manatili ing pamiyabe mi.,That’s a great habit. We always do video calls to keep the bond strong.,
I tatang ku metung ya kareng role model ku. Dakal ya tiru kaku tungkul keng pamagsumikap at pamagkumbaba.,My dad’s one of my role models. He’s taught me a lot about hard work and being humble.,
"Ing kanaku mu rin. Deng aral na keng bie menatili la kaku, lalu na patungkul ban maging maganaka ampon responsabli.","Mine too. His life lessons have stuck with me, especially about being kind and responsible.",
"Potang sobrang stress ku, ing atsi ku maralas nang apansinan. E ya mu magsalita, gawa naku mung tsa o nanu man.","When I’m super stressed, my older sister always notices. She won’t say much—she just makes me tea or something.",
Makanyan ya naman ing koya ku. Tahimik ya mung lukluk king siping ku  nung kailangan ku.,My older brother’s the same. He’ll just sit with me quietly when I need it.,
"Ing tutu man ing pamilya ku ing meging maragul a parte nung ninu ku ngeni, nung makananu kung pakiyabayan deng aliwa, at nung makananu kung resolban ing problema.","I honestly think my family's shaped a big part of who I am—how I treat others, how I handle problems.",
"Agyang ali kami maralas mikakasundu, balu ku agyu ku lang asahan.","Even if we don’t always agree, I know I can rely on them.",
Masala at mapali ing aldo ngeni. Perpektu para keng pamagbisikleta o piknik.,It’s sunny and warm today. Perfect for biking or a picnic.,
"Wa, masanting ing panaun ban lumwal at magsaya.","Yeah, great weather to be outside and have fun.",
Maralas kung magdalang payung nung mauran ing panaun uling ing biglang uran karaniwan ya mu keng lugar mi.,I always carry an umbrella during the rainy season because sudden downpours are very common in our area.,
"Neng masikan ing uran, manatili kami mu kilub at manalbe kareng patak ning uran keng bubungan.","When it rains hard, we just stay in and watch the raindrops on the roof.",
"Masikan ing angin nabengi, mesira la ding mapilan a sanga ning dutung!","The wind last night was strong, it broke some tree branches!",
Kekami rin! Deng bulung atyu la keng dalan.,Ours too! Leaves were everywhere on the street.,
"Neng panaun ning kaleldo, ing dikut maging kayumanggi la ampo ing egana-gana maalikabuk la.","During the dry season, the grass turns brown and everything gets dusty.",
"Wa, anyang ditak mu ing uran, adyang ing gabun lupa yang mapagal.","Yeah, with barely any rain, even the soil looks tired.",
"Napun, ating bagyu. Atin masikan a duldul ampo kildap keng mabilug a bengi.","Yesterday, we had a thunderstorm. There was loud thunder and flashing lights throughout the night.",
Balu ku! Ing banua makatakut ya pero metung yang bage a makapagmulala.,I know! The sky looked scary but kind of amazing too.,
Buri ku nung makananu yang mas marimla ing angin balang abak.,I like how the air feels cooler every morning.,
"Lakwas na nung e pa matas ing aldo, presku ya.","Especially when the sun hasn’t risen fully yet, it’s refreshing.",
"King bale, magrecycle kaming bote ampong papel ban makasaup king kapaligiran.","At home, we recycle bottles and paper to help the environment.",
I kami man. Deng mangalating bage atin lang maragul a epektu.,Us too. Little things really make a big difference.,
"Deng tau keni mananam lang dutung neng Labor Day, makasaup ya keng climate change.","People here plant trees on Labor Day, it helps with climate change.",
"Masanting yan. Ing dutung mamiye lang salilungan, a kailangan tamu tagana.","That’s great. Trees also give shade, which we really need.",
Ing polusyun ibat kareng saken ampo pabrika kakatmuan ne ing angin ning makapinsalang gas.,Pollution from cars and factories fills the air with harmful gases.,
Mas malala ya kareng mangaragul a balen. Mas masakit mangisnawa minsan.,It gets worse in big cities. It’s harder to breathe sometimes.,
"Malagad mu ing mamayun keni, pero magsane kaming safety drills.","Earthquakes are rare here, but we still practice safety drills.",
Maralas kaming mamulut basura ban makasaup keng pamaglingap keng kapaligiran,We always pick up trash to help take care of the environment.,
"Balang abak, mamangan kung nasi, pritung ebun, ampo mapaling tsokolati para keng almusal.","Every morning, I eat rice, fried egg, and hot chocolate for breakfast.",
"King pagtuan, maralas kung magdalang bakal ibat king bale kalupa ning arobu ampong gule.","For lunch, I usually bring food from home like adobo and veggies.",
Aku rin. I ima ku parati yang magsadiang bakal para kaku.,Me too. My mother always prepares packed meals for me.,
"Balang Byernis, ing pamilya ku mamangan kami king paboritu ming pipanganan para makapag-paynawa kayari ni makabang paruminggu.","On Fridays, my family eats out at our favorite restaurant to relax after a long week.",
"Masaya ya ita. Makanyan mu naman ing gagawan mi, lalu na nung maging stressful ing obra.","That sounds fun. We do the same thing, especially after work gets stressful.",
"Kareng espesyal a okasyun, maglutu kaming lechon, pancit, ampong kare-kare.","During special occasions, we cook lechon, pancit, and kare-kare.",
"Misan, susubukan ku la deng bayung recipe kalupa ning pasta ampo sushi. Masaya ing mag experiment.","Sometimes, I try out new recipes like pasta and sushi. It's fun experimenting.",
Gagawan ku naman ita. Bayu ku pa mu abalu nung makananu yang gawan ing ramen.,I’ve been doing that too. I recently learned how to make ramen.,
"At potang lulwal kami neng gatpanapun, pane kung pupunta kareng street food kalupa ning fish balls, kwek-kwek, o isaw.","And when we’re out in the afternoon, I always go for street food—fish balls, kwek-kwek, or isaw.",
"Aku man. Mura la, manyaman la, at magpaganaka la kaku keng high school.","Me too! They’re cheap, tasty, and remind me of high school.",
Tiru na kung ma ku nung makananu maglutung sigang. Buri kung kakanan iti neng mauran.,My mom taught me how to cook sinigang. I love eating it on rainy days.,
Alang maka agwanta keng pali ning silyo ning sigang potang makulimlim ya ing kilwal.,Nothing beats a warm bowl of sinigang when it’s gloomy out.,
Maralas kaming magnipun prutas kalupa da reng mangga ampo sagin anting pagmayumu.,We always keep fruits like mangoes and bananas for dessert.,
"Wa, mag stock kami naman. Metung yang masustansyang alternatibu.","Yeah, we stock up too. It’s a healthy alternative.",
"Neng sabadu-duminggu, aku ampo reng kapatad ku maglutu kaming cookies ampo cakes. Manyaman ing bawu ning bale.","On weekends, my siblings and I bake cookies and cakes. The house smells amazing.",
"Keng bale mi, maralas kaming maglutu brownies ampo kakanan mi lang bayu ibat keng oven.","In our home, we usually bake brownies and eat them fresh from the oven.",
Miminum kung dakal a danum aldo-aldo ban manatili kung masikan.,I drink a lot of water everyday to stay healthy.,
Mayap a gawi yan! Susubukan ku naman pangilagan ing soft drinks.,That’s a good habit! I try to skip soft drinks too.,
"Maralas kaming pupunta palengki para kareng sagiwang gule, karni, ampo seafood.","We go to the market a lot for fresh veggies, meat, and seafood.",
I kami mu rin. Ala nang masanting pa kareng sagiwang sangkap neng maglutu.,Us too. Nothing beats fresh ingredients when cooking.,
"Balang abak, sake kung dyip papunta eskwela. Parati kung mamako maranun ban pangilagan ing traffic.","Every morning, I ride the jeepney to school. I always leave early to avoid traffic.",
Diyang aku. Mebyasa kung mako mas maranun o mitauli ku.,Same here. I’ve learned to leave earlier or I’ll end up late.,
"Megplanu kami keng bakasyon ning pamilya mi anyang milabas a bulan, meg-book kaming flights ampo hotel maranun.","We planned our family vacation months ago, booked our flights and hotel early.",
Mayap yan! Gewa mi ya naman ita keng milabas a summer. Mekaligtas kami keng dakal a stress.,Nice! We did that too last summer. It saved us a lot of stress.,
Maralas maglakad ku mu papunta keng grocery. Mas mura ya kesa keng magmaneho.,I usually just walk to the grocery store. It’s cheaper than driving.,
Oyta ing gagawan ku potang e ku mamalagwa. Masanting mu naman para keng kapaligiran.,That’s what I do when I’m not in a rush. Good for the environment too.,
"Neng mauran, i tatang ku ing magdala kanaku keng eskwela uling matalusad la reng dalan","When it rains, my dad drives me to school since the streets get slippery",
Ing kanakung tatang gagawan na naman ita. Ing pamagkomyut nung e masanting ing panaun neng misan delikadu ya.,My dad does that too. Commuting during bad weather is sometimes dangerous.,
"Nung munta kami kareng aliwang balen, maralas kaming sasake keng tren. Mabilis ya at atin yang masanting a babatyawan.","When we travel to other cities, we usually take the train. It’s fast and has a scenic view.",
Diyang aku. Buri kung lalawen ing marangle keng awang.,Same here. I love watching the countryside through the window.,
Magbisikleta ku keng baryu mi. Masaya yang aktibidad at makasaup ya kanaku ban maging aktibo.,I bike around our village. It’s fun and helps me stay active.,
Buri ku naman ing magbisikleta. Iti ing magpakimut kanaku kabang gagawan ku ing bage-bage.,I like biking too. It gets me moving while getting things done.,
Maralas kaming maka seatbelt keng saken ampo helmet keng motor.,We always wear seatbelts in the car and helmets on the motorbike.,
"Ing kaligtasan mumuna, parati. Agyang makuyad a pamaglakbe malyari yang maging mapanganib.","Safety first, always. Even short rides can be risky.",
"Ing pamanyulagpo masaya ya, lalu na keng mumunang besis. Ing pamag batyo keng awang makapagmulala ya.","Flying is fun, especially the first time. Looking out the window feels amazing.",
Wa! Makalawe ku mu keng awang inyang mumunang besis kung sinulapo.,Yes! I was only looking at the window the first time I flew.,
Magagamit la reng tricycle keng pamaglakbe kareng malapit a lugar.,Tricycles are super useful for travelling to nearby places.,
"Wa, lalu na kareng lugal a limitadu ing transportasyun.","Yeah, especially in places with limited transport options.",
"Neng bengi, mabagal kaming magmaneho, makabuklat la reng sulu mi, at manatili kaming alertu.","At night, we drive slowly, keep our headlights on, and stay alert.",
Mas masanting ing ligtas kesa keng magsisi. Ing pamagmaneho neng bengi malyari yang maging masakit.,Better safe than sorry. Night driving can be tricky.,
"Megshopping ku napun, oneng asna kamal ngan.","I went shopping yesterday, but everything was so expensive.",
Asubukan mu nang mengutang bawas?,Did you try asking for a discount?,
"Wa, sabi ku, “pweding dinan bawas nung marakal ku salwan?”","Yeah, I asked, ""Can you give me a discount if I buy a lot?""",
Sinabi da apin na ita ing presyu.,They said the prices were already final.,
"Kasakit na, parati ku kasing lalawe presyu online bayu sali.",That’s frustrating. I usually check prices online before buying.,
Yaku rin. Misan mas mura pa online kesa pisalwanan.,Same here. Sometimes online is even cheaper than stores.,
Tutu. Tatanggap la namang gcash?,True. Do they at least accept gcash?,
"Wa, tanggap lang gcash ampon credit cards.","Yes, they accept both gcash and credit cards.",
"Awa, misan akalingwan ke ing pitaka ku anya e ku mekapamayad counter.","That’s good. One time, I forgot my wallet so I couldn't pay at the counter.",
Aru! Peburen daka ban mamabayad kabalik?,Oh no! Did they let you return later to pay?,
"Wa, oneng makarine. Mas masanting ing ligtas kesa keng magsisi.","Yeah, but it was embarrassing. Better safe than sorry.",
Mekatadwa ka mesingil keng metung a bage?,Have you ever been charged twice for the same item?,
"Wa! Yaku mu naman anyang milabas a bulan, mengutang kung refund.","Yes! It happened to me last month, I had to ask for a refund.",
Kalambat da reng refund e.,"Refunds can take so long, though.",
Inya pin mas buri kung gumamit cash patse malyari.,That’s why I prefer using cash when possible.,
"Patse atin kang loyalty card, mamye lang puntos ustung sali ka.","But if you use a loyalty card, you get points for every purchase.",
Tutu. Menipun kung puntus para keng libri.,That’s true. I actually saved up enough points to get a free item.,
"Maswerti ka! Kanita, apitna ke ing sweldu ku kareng gadyet.","Lucky you! Last time, I spent almost half my paycheck on gadgets.",
Susubukan ku ping mamadyet ngeni oneng e na milyari.,I’m trying to stick to a budget this month so that doesn’t happen again.,
Makanyan ku naman. Masanting nang magplanu kesa magisan ing pera.,Same here. Better to plan than run out of money.,
O! Komusta naka?,Hey! How have you been?,
